target_uri;target_id;goal_id;term;source_span;emitted_by_step;target_count;discriminating
http://data.europa.eu/sdg/11.a;11.a;11;rural areas by strengthening;rural areas by strengthening national;6;1;yes
http://data.europa.eu/sdg/11.a;11.a;11;areas by strengthening;rural areas by strengthening national;7;1;yes
http://data.europa.eu/sdg/11.a;11.a;11;regional development planning;regional development planning;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;cities;substantially increase the number of cities;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;human settlements adopting;human settlements adopting;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;implementing integrated policies;implementing integrated policies;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;plans towards inclusion;plans towards inclusion;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;resource efficiency;resource efficiency;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;mitigation;mitigation;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;adaptation to climate change;adaptation to climate change;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;climate change;adaptation to climate change;7;2;yes
http://data.europa.eu/sdg/11.b;11.b;11;resilience to disasters;resilience to disasters;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;risk reduction 2015 2030;in line with the Sendai Framework for Disaster Risk Reduction 2015–2030;7;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;holistic disaster risk management;holistic disaster risk management at all levels;6;1;yes
http://data.europa.eu/sdg/11.b;11.b;11;disaster risk management;holistic disaster risk management at all levels;7;1;yes
http://data.europa.eu/sdg/11.c;11.c;11;developed countries;Support least developed countries;6;19;no
http://data.europa.eu/sdg/11.c;11.c;11;financial;through financial;6;1;yes
http://data.europa.eu/sdg/11.c;11.c;11;technical assistance;technical assistance;6;1;yes
http://data.europa.eu/sdg/11.c;11.c;11;building sustainable;in building sustainable;6;1;yes
http://data.europa.eu/sdg/11.c;11.c;11;resilient buildings utilizing local materials;resilient buildings utilizing local materials;6;1;yes
http://data.europa.eu/sdg/11.c;11.c;11;utilizing local materials;resilient buildings utilizing local materials;7;1;yes
http://data.europa.eu/sdg/12.1;12.1;12;sustainable consumption;Implement the 10‑Year Framework of Programmes on Sustainable Consumption;7;2;yes
http://data.europa.eu/sdg/12.1;12.1;12;production patterns;Production Patterns;6;1;yes
http://data.europa.eu/sdg/12.1;12.1;12;countries taking action;all countries taking action;6;1;yes
http://data.europa.eu/sdg/12.1;12.1;12;developed countries taking the lead;with developed countries taking the lead;6;2;yes
http://data.europa.eu/sdg/12.1;12.1;12;taking the lead;with developed countries taking the lead;7;2;yes
http://data.europa.eu/sdg/12.1;12.1;12;taking into account the development;taking into account the development;6;1;yes
http://data.europa.eu/sdg/12.1;12.1;12;account the development;taking into account the development;7;1;yes
http://data.europa.eu/sdg/12.1;12.1;12;capabilities of developing countries;capabilities of developing countries;6;1;yes
http://data.europa.eu/sdg/12.1;12.1;12;developing countries;capabilities of developing countries;7;22;no
http://data.europa.eu/sdg/12.2;12.2;12;efficient use of natural resources;efficient use of natural resources;6;1;yes
http://data.europa.eu/sdg/12.2;12.2;12;natural resources;efficient use of natural resources;7;3;yes
http://data.europa.eu/sdg/12.3;12.3;12;consumer;consumer levels;6;1;yes
http://data.europa.eu/sdg/12.3;12.3;12;food losses along production;reduce food losses along production;6;1;yes
http://data.europa.eu/sdg/12.3;12.3;12;losses along production;reduce food losses along production;7;1;yes
http://data.europa.eu/sdg/12.3;12.3;12;supply chains;supply chains;6;1;yes
http://data.europa.eu/sdg/12.3;12.3;12;post-harvest losses;post-harvest losses;6;1;yes
http://data.europa.eu/sdg/12.4;12.4;12;environmentally sound management of chemicals;achieve the environmentally sound management of chemicals;6;1;yes
http://data.europa.eu/sdg/12.4;12.4;12;management of chemicals;achieve the environmentally sound management of chemicals;7;1;yes
http://data.europa.eu/sdg/12.4;12.4;12;wastes throughout their life cycle;all wastes throughout their life cycle;6;1;yes
http://data.europa.eu/sdg/12.4;12.4;12;life cycle;all wastes throughout their life cycle;7;1;yes
http://data.europa.eu/sdg/12.4;12.4;12;accordance with agreed international frameworks;in accordance with agreed international frameworks;6;1;yes
http://data.europa.eu/sdg/12.4;12.4;12;agreed international frameworks;in accordance with agreed international frameworks;7;1;yes
http://data.europa.eu/sdg/12.4;12.4;12;release to air;significantly reduce their release to air;6;1;yes
http://data.europa.eu/sdg/12.4;12.4;12;human health;soil in order to minimize their adverse impacts on human health;7;1;yes
http://data.europa.eu/sdg/12.4;12.4;12;environment;the environment;6;1;yes
http://data.europa.eu/sdg/12.5;12.5;12;waste generation through prevention;substantially reduce waste generation through prevention;6;1;yes
http://data.europa.eu/sdg/12.5;12.5;12;generation through prevention;substantially reduce waste generation through prevention;7;1;yes
http://data.europa.eu/sdg/12.5;12.5;12;reduction;reduction;6;1;yes
http://data.europa.eu/sdg/12.5;12.5;12;recycling;recycling;6;2;yes
http://data.europa.eu/sdg/12.5;12.5;12;reuse;reuse;6;1;yes
http://data.europa.eu/sdg/12.6;12.6;12;encourage companies;Encourage companies;6;1;yes
http://data.europa.eu/sdg/12.6;12.6;12;large;especially large;6;1;yes
http://data.europa.eu/sdg/12.6;12.6;12;transnational companies;transnational companies;6;1;yes
http://data.europa.eu/sdg/12.6;12.6;12;adopt sustainable practices;to adopt sustainable practices;6;1;yes
http://data.europa.eu/sdg/12.6;12.6;12;reporting cycle;to integrate sustainability information into their reporting cycle;7;1;yes
http://data.europa.eu/sdg/12.7;12.7;12;public procurement practices that are sustainable;Promote public procurement practices that are sustainable;6;1;yes
http://data.europa.eu/sdg/12.7;12.7;12;accordance with national policies;in accordance with national policies;6;1;yes
http://data.europa.eu/sdg/12.7;12.7;12;priorities;priorities;6;1;yes
http://data.europa.eu/sdg/12.8;12.8;12;people everywhere have the relevant information;ensure that people everywhere have the relevant information;6;1;yes
http://data.europa.eu/sdg/12.8;12.8;12;awareness for sustainable development;awareness for sustainable development;6;1;yes
http://data.europa.eu/sdg/12.8;12.8;12;lifestyles in harmony with nature;lifestyles in harmony with nature;6;1;yes
http://data.europa.eu/sdg/12.8;12.8;12;harmony with nature;lifestyles in harmony with nature;7;1;yes
http://data.europa.eu/sdg/12.a;12.a;12;developing countries to strengthen their scientific;Support developing countries to strengthen their scientific;6;1;yes
http://data.europa.eu/sdg/12.a;12.a;12;strengthen their scientific;Support developing countries to strengthen their scientific;7;1;yes
http://data.europa.eu/sdg/12.a;12.a;12;patterns of consumption;technological capacity to move towards more sustainable patterns of consumption;7;1;yes
http://data.europa.eu/sdg/12.b;12.b;12;creates jobs;implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs;7;2;yes
http://data.europa.eu/sdg/12.b;12.b;12;promotes local culture;promotes local culture;6;2;yes
http://data.europa.eu/sdg/12.b;12.b;12;products;products;6;2;yes
http://data.europa.eu/sdg/12.c;12.c;12;removing market distortions;Rationalize inefficient fossil-fuel subsidies that encourage wasteful consumption by removing market distortions;7;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;accordance with national circumstances;in accordance with national circumstances;6;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;restructuring taxation;by restructuring taxation;6;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;phasing out those harmful subsidies;phasing out those harmful subsidies;6;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;those harmful subsidies;phasing out those harmful subsidies;7;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;where they exist;where they exist;6;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;reflect their environmental impacts;to reflect their environmental impacts;6;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;environmental impacts;to reflect their environmental impacts;7;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;specific needs;taking fully into account the specific needs;7;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;conditions of developing countries;conditions of developing countries;6;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;developing countries;conditions of developing countries;7;22;no
http://data.europa.eu/sdg/12.c;12.c;12;protects the poor;minimizing the possible adverse impacts on their development in a manner that protects the poor;7;1;yes
http://data.europa.eu/sdg/12.c;12.c;12;affected communities;the affected communities;6;1;yes
http://data.europa.eu/sdg/13.1;13.1;13;adaptive capacity to climate-related hazards;adaptive capacity to climate-related hazards;6;1;yes
http://data.europa.eu/sdg/13.1;13.1;13;climate-related hazards;adaptive capacity to climate-related hazards;7;1;yes
http://data.europa.eu/sdg/13.1;13.1;13;natural disasters in all countries;natural disasters in all countries;6;1;yes
http://data.europa.eu/sdg/13.2;13.2;13;strategies;strategies;6;1;yes
http://data.europa.eu/sdg/13.2;13.2;13;planning;planning;6;1;yes
http://data.europa.eu/sdg/13.3;13.3;13;education;Improve education;6;3;yes
http://data.europa.eu/sdg/13.3;13.3;13;awareness-raising;awareness-raising;6;1;yes
http://data.europa.eu/sdg/13.3;13.3;13;human;human;6;1;yes
http://data.europa.eu/sdg/13.3;13.3;13;institutional capacity on climate change mitigation;institutional capacity on climate change mitigation;6;1;yes
http://data.europa.eu/sdg/13.3;13.3;13;climate change mitigation;institutional capacity on climate change mitigation;7;1;yes
http://data.europa.eu/sdg/13.3;13.3;13;adaptation;adaptation;6;1;yes
http://data.europa.eu/sdg/13.3;13.3;13;impact reduction;impact reduction;6;1;yes
http://data.europa.eu/sdg/13.3;13.3;13;early warning;early warning;6;2;yes
http://data.europa.eu/sdg/13.a;13.a;13;meaningful mitigation actions;Implement the commitment undertaken by developed-country parties to the United Nations Framework Convention on Climate Change to a goal of mobilizing jointly $100 billion annually by 2020 from all sources to address the needs of developing countries in the context of meaningful mitigation actions;7;1;yes
http://data.europa.eu/sdg/13.a;13.a;13;transparency on implementation;transparency on implementation;6;1;yes
http://data.europa.eu/sdg/13.a;13.a;13;soon as possible;fully operationalize the Green Climate Fund through its capitalization as soon as possible;7;1;yes
http://data.europa.eu/sdg/13.b;13.b;13;climate change-related planning;Promote mechanisms for raising capacity for effective climate change-related planning;7;1;yes
http://data.europa.eu/sdg/13.b;13.b;13;management in least developed countries;management in least developed countries;6;1;yes
http://data.europa.eu/sdg/13.b;13.b;13;developed countries;management in least developed countries;7;19;no
http://data.europa.eu/sdg/13.b;13.b;13;small island developing states;small island developing States;6;9;no
http://data.europa.eu/sdg/13.b;13.b;13;island developing states;small island developing States;7;10;no
http://data.europa.eu/sdg/13.b;13.b;13;focusing on women;focusing on women;6;1;yes
http://data.europa.eu/sdg/13.b;13.b;13;youth;youth;6;3;yes
http://data.europa.eu/sdg/13.b;13.b;13;local;local;6;1;yes
http://data.europa.eu/sdg/13.b;13.b;13;marginalized communities;marginalized communities;6;1;yes
http://data.europa.eu/sdg/14.1;14.1;14;prevent;prevent;6;1;yes
http://data.europa.eu/sdg/14.1;14.1;14;marine pollution of all kinds;significantly reduce marine pollution of all kinds;6;1;yes
http://data.europa.eu/sdg/14.1;14.1;14;land-based activities;from land-based activities;6;1;yes
http://data.europa.eu/sdg/14.1;14.1;14;marine debris;marine debris;6;1;yes
http://data.europa.eu/sdg/14.1;14.1;14;nutrient pollution;nutrient pollution;6;1;yes
http://data.europa.eu/sdg/14.2;14.2;14;sustainably manage;sustainably manage;6;1;yes
http://data.europa.eu/sdg/14.2;14.2;14;marine;protect marine;6;1;yes
http://data.europa.eu/sdg/14.2;14.2;14;significant adverse impacts;coastal ecosystems to avoid significant adverse impacts;7;1;yes
http://data.europa.eu/sdg/14.2;14.2;14;strengthening their resilience;by strengthening their resilience;6;1;yes
http://data.europa.eu/sdg/14.2;14.2;14;achieve healthy;take action for their restoration in order to achieve healthy;7;1;yes
http://data.europa.eu/sdg/14.2;14.2;14;productive oceans;productive oceans;6;1;yes
http://data.europa.eu/sdg/14.3;14.3;14;minimize;Minimize;6;1;yes
http://data.europa.eu/sdg/14.3;14.3;14;address the impacts of ocean acidification;address the impacts of ocean acidification;6;1;yes
http://data.europa.eu/sdg/14.3;14.3;14;ocean acidification;address the impacts of ocean acidification;7;1;yes
http://data.europa.eu/sdg/14.3;14.3;14;enhanced scientific cooperation;through enhanced scientific cooperation at all levels;6;1;yes
http://data.europa.eu/sdg/14.4;14.4;14;effectively regulate harvesting;effectively regulate harvesting;6;1;yes
http://data.europa.eu/sdg/14.4;14.4;14;overfishing;end overfishing;6;2;yes
http://data.europa.eu/sdg/14.4;14.4;14;illegal;illegal;6;1;yes
http://data.europa.eu/sdg/14.4;14.4;14;unreported;unreported;6;2;yes
http://data.europa.eu/sdg/14.4;14.4;14;unregulated fishing;unregulated fishing;6;2;yes
http://data.europa.eu/sdg/14.4;14.4;14;destructive fishing practices;destructive fishing practices;6;1;yes
http://data.europa.eu/sdg/14.4;14.4;14;science-based management plans;implement science-based management plans;6;1;yes
http://data.europa.eu/sdg/14.4;14.4;14;shortest time feasible;in order to restore fish stocks in the shortest time feasible;7;1;yes
http://data.europa.eu/sdg/14.4;14.4;14;biological characteristics;at least to levels that can produce maximum sustainable yield as determined by their biological characteristics;7;1;yes
http://data.europa.eu/sdg/14.5;14.5;14;marine areas;marine areas;6;1;yes
http://data.europa.eu/sdg/14.5;14.5;14;consistent;consistent with national;6;1;yes
http://data.europa.eu/sdg/14.5;14.5;14;law;international law;6;1;yes
http://data.europa.eu/sdg/14.5;14.5;14;available scientific information;based on the best available scientific information;7;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;contribute to overcapacity;prohibit certain forms of fisheries subsidies which contribute to overcapacity;7;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;overfishing;overfishing;6;2;yes
http://data.europa.eu/sdg/14.6;14.6;14;subsidies that contribute to illegal;eliminate subsidies that contribute to illegal;6;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;contribute to illegal;eliminate subsidies that contribute to illegal;7;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;unreported;unreported;6;2;yes
http://data.europa.eu/sdg/14.6;14.6;14;unregulated fishing;unregulated fishing;6;2;yes
http://data.europa.eu/sdg/14.6;14.6;14;refrain from introducing new such subsidies;refrain from introducing new such subsidies;6;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;new such subsidies;refrain from introducing new such subsidies;7;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;recognizing;recognizing that appropriate;6;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;effective special;effective special;6;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;differential treatment for developing;differential treatment for developing;6;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;treatment for developing;differential treatment for developing;7;1;yes
http://data.europa.eu/sdg/14.6;14.6;14;fisheries subsidies negotiation3;least developed countries should be an integral part of the World Trade Organization fisheries subsidies negotiation3;7;1;yes
http://data.europa.eu/sdg/14.7;14.7;14;island developing states;increase the economic benefits to small island developing States;7;10;no
http://data.europa.eu/sdg/14.7;14.7;14;marine resources;least developed countries from the sustainable use of marine resources;7;2;yes
http://data.europa.eu/sdg/14.7;14.7;14;sustainable management of fisheries;through sustainable management of fisheries;6;1;yes
http://data.europa.eu/sdg/14.7;14.7;14;management of fisheries;through sustainable management of fisheries;7;1;yes
http://data.europa.eu/sdg/14.7;14.7;14;aquaculture;aquaculture;6;1;yes
http://data.europa.eu/sdg/14.7;14.7;14;tourism;tourism;6;1;yes
http://data.europa.eu/sdg/14.a;14.a;14;scientific knowledge;Increase scientific knowledge;6;1;yes
http://data.europa.eu/sdg/14.a;14.a;14;transfer marine technology;transfer marine technology;6;1;yes
http://data.europa.eu/sdg/14.a;14.a;14;oceanographic commission criteria;taking into account the Intergovernmental Oceanographic Commission Criteria;7;1;yes
http://data.europa.eu/sdg/14.a;14.a;14;marine technology;Guidelines on the Transfer of Marine Technology;7;1;yes
http://data.europa.eu/sdg/14.a;14.a;14;order to improve ocean health;in order to improve ocean health;6;1;yes
http://data.europa.eu/sdg/14.a;14.a;14;improve ocean health;in order to improve ocean health;7;1;yes
http://data.europa.eu/sdg/14.a;14.a;14;developing countries;to enhance the contribution of marine biodiversity to the development of developing countries;7;22;no
http://data.europa.eu/sdg/14.a;14.a;14;small island developing states;small island developing States;6;9;no
http://data.europa.eu/sdg/14.a;14.a;14;island developing states;small island developing States;7;10;no
http://data.europa.eu/sdg/14.a;14.a;14;developed countries;least developed countries;6;19;no
http://data.europa.eu/sdg/14.b;14.b;14;marine resources;Provide access for small-scale artisanal fishers to marine resources;7;2;yes
http://data.europa.eu/sdg/14.b;14.b;14;markets;markets;6;3;yes
http://data.europa.eu/sdg/14.c;14.c;14;conservation;Enhance the conservation;6;3;yes
http://data.europa.eu/sdg/14.c;14.c;14;sustainable use of oceans;sustainable use of oceans;6;1;yes
http://data.europa.eu/sdg/14.c;14.c;14;use of oceans;sustainable use of oceans;7;1;yes
http://data.europa.eu/sdg/14.c;14.c;14;future we want;as recalled in paragraph 158 of “The future we want”;7;1;yes
http://data.europa.eu/sdg/15.1;15.1;15;conservation;ensure the conservation;6;3;yes
http://data.europa.eu/sdg/15.1;15.1;15;restoration;restoration;6;1;yes
http://data.europa.eu/sdg/15.1;15.1;15;sustainable use of terrestrial;sustainable use of terrestrial;6;1;yes
http://data.europa.eu/sdg/15.1;15.1;15;use of terrestrial;sustainable use of terrestrial;7;1;yes
http://data.europa.eu/sdg/15.1;15.1;15;inland freshwater ecosystems;inland freshwater ecosystems;6;1;yes
http://data.europa.eu/sdg/15.1;15.1;15;forests;forests;6;2;yes
http://data.europa.eu/sdg/15.1;15.1;15;wetlands;wetlands;6;2;yes
http://data.europa.eu/sdg/15.1;15.1;15;mountains;mountains;6;2;yes
http://data.europa.eu/sdg/15.1;15.1;15;drylands;drylands;6;1;yes
http://data.europa.eu/sdg/15.1;15.1;15;line with obligations under international agreements;in line with obligations under international agreements;6;1;yes
http://data.europa.eu/sdg/15.1;15.1;15;under international agreements;in line with obligations under international agreements;7;1;yes
http://data.europa.eu/sdg/15.2;15.2;15;types of forests;promote the implementation of sustainable management of all types of forests;7;1;yes
http://data.europa.eu/sdg/15.2;15.2;15;halt deforestation;halt deforestation;6;1;yes
http://data.europa.eu/sdg/15.2;15.2;15;restore degraded forests;restore degraded forests;6;1;yes
http://data.europa.eu/sdg/15.2;15.2;15;afforestation;substantially increase afforestation;6;1;yes
http://data.europa.eu/sdg/15.2;15.2;15;reforestation globally;reforestation globally;6;1;yes
http://data.europa.eu/sdg/15.3;15.3;15;combat desertification;combat desertification;6;1;yes
http://data.europa.eu/sdg/15.3;15.3;15;restore degraded land;restore degraded land;6;1;yes
http://data.europa.eu/sdg/15.3;15.3;15;soil;soil;6;1;yes
http://data.europa.eu/sdg/15.3;15.3;15;land affected by desertification;land affected by desertification;6;1;yes
http://data.europa.eu/sdg/15.3;15.3;15;affected by desertification;land affected by desertification;7;1;yes
http://data.europa.eu/sdg/15.3;15.3;15;drought;drought;6;2;yes
http://data.europa.eu/sdg/15.3;15.3;15;floods;floods;6;1;yes
http://data.europa.eu/sdg/15.3;15.3;15;land degradation-neutral world;strive to achieve a land degradation-neutral world;7;1;yes
http://data.europa.eu/sdg/15.4;15.4;15;conservation of mountain ecosystems;ensure the conservation of mountain ecosystems;6;1;yes
http://data.europa.eu/sdg/15.4;15.4;15;mountain ecosystems;ensure the conservation of mountain ecosystems;7;1;yes
http://data.europa.eu/sdg/15.4;15.4;15;biodiversity;their biodiversity;6;1;yes
http://data.europa.eu/sdg/15.5;15.5;15;urgent;Take urgent;6;1;yes
http://data.europa.eu/sdg/15.5;15.5;15;natural habitats;significant action to reduce the degradation of natural habitats;7;1;yes
http://data.europa.eu/sdg/15.5;15.5;15;halt the loss of biodiversity and;halt the loss of biodiversity and;6;1;yes
http://data.europa.eu/sdg/15.5;15.5;15;biodiversity and;halt the loss of biodiversity and;7;1;yes
http://data.europa.eu/sdg/15.5;15.5;15;prevent the extinction of threatened species;prevent the extinction of threatened species;6;1;yes
http://data.europa.eu/sdg/15.5;15.5;15;threatened species;prevent the extinction of threatened species;7;1;yes
http://data.europa.eu/sdg/15.6;15.6;15;fair;Promote fair;6;2;yes
http://data.europa.eu/sdg/15.6;15.6;15;genetic resources;equitable sharing of the benefits arising from the utilization of genetic resources;7;2;yes
http://data.europa.eu/sdg/15.6;15.6;15;access to such resources;promote appropriate access to such resources;6;1;yes
http://data.europa.eu/sdg/15.6;15.6;15;internationally agreed;as internationally agreed;6;2;yes
http://data.europa.eu/sdg/15.7;15.7;15;urgent action to end poaching;Take urgent action to end poaching;6;1;yes
http://data.europa.eu/sdg/15.7;15.7;15;end poaching;Take urgent action to end poaching;7;1;yes
http://data.europa.eu/sdg/15.7;15.7;15;trafficking of protected species of flora;trafficking of protected species of flora;6;1;yes
http://data.europa.eu/sdg/15.7;15.7;15;species of flora;trafficking of protected species of flora;7;1;yes
http://data.europa.eu/sdg/15.7;15.7;15;fauna;fauna;6;1;yes
http://data.europa.eu/sdg/15.7;15.7;15;address both demand;address both demand;6;1;yes
http://data.europa.eu/sdg/15.7;15.7;15;supply of illegal wildlife products;supply of illegal wildlife products;6;1;yes
http://data.europa.eu/sdg/15.7;15.7;15;illegal wildlife products;supply of illegal wildlife products;7;1;yes
http://data.europa.eu/sdg/15.8;15.8;15;introduce measures to prevent the introduction;introduce measures to prevent the introduction;6;1;yes
http://data.europa.eu/sdg/15.8;15.8;15;prevent the introduction;introduce measures to prevent the introduction;7;1;yes
http://data.europa.eu/sdg/15.8;15.8;15;species on land;significantly reduce the impact of invasive alien species on land;7;1;yes
http://data.europa.eu/sdg/15.8;15.8;15;water ecosystems;water ecosystems;6;1;yes
http://data.europa.eu/sdg/15.8;15.8;15;control;control;6;1;yes
http://data.europa.eu/sdg/15.8;15.8;15;priority species;eradicate the priority species;6;1;yes
http://data.europa.eu/sdg/15.9;15.9;15;integrate ecosystem;integrate ecosystem;6;1;yes
http://data.europa.eu/sdg/15.9;15.9;15;biodiversity values;biodiversity values into national;6;1;yes
http://data.europa.eu/sdg/15.9;15.9;15;local planning;local planning;6;1;yes
http://data.europa.eu/sdg/15.9;15.9;15;development processes;development processes;6;1;yes
http://data.europa.eu/sdg/15.9;15.9;15;poverty reduction strategies;poverty reduction strategies;6;1;yes
http://data.europa.eu/sdg/15.9;15.9;15;accounts;accounts;6;1;yes
http://data.europa.eu/sdg/15.a;15.a;15;mobilize;Mobilize;6;1;yes
http://data.europa.eu/sdg/15.a;15.a;15;sources to conserve;significantly increase financial resources from all sources to conserve;7;1;yes
http://data.europa.eu/sdg/15.a;15.a;15;sustainably use biodiversity;sustainably use biodiversity;6;1;yes
http://data.europa.eu/sdg/15.a;15.a;15;ecosystems;ecosystems;6;1;yes
http://data.europa.eu/sdg/15.b;15.b;15;mobilize significant resources from all sources;Mobilize significant resources from all sources;6;1;yes
http://data.europa.eu/sdg/15.b;15.b;15;finance sustainable forest management;at all levels to finance sustainable forest management;6;1;yes
http://data.europa.eu/sdg/15.b;15.b;15;sustainable forest management;at all levels to finance sustainable forest management;7;1;yes
http://data.europa.eu/sdg/15.b;15.b;15;advance such management;provide adequate incentives to developing countries to advance such management;7;1;yes
http://data.europa.eu/sdg/15.b;15.b;15;conservation;for conservation;6;3;yes
http://data.europa.eu/sdg/15.b;15.b;15;reforestation;reforestation;6;1;yes
http://data.europa.eu/sdg/15.c;15.c;15;support for efforts to combat poaching;Enhance global support for efforts to combat poaching;6;1;yes
http://data.europa.eu/sdg/15.c;15.c;15;combat poaching;Enhance global support for efforts to combat poaching;7;1;yes
http://data.europa.eu/sdg/15.c;15.c;15;trafficking of protected species;trafficking of protected species;6;1;yes
http://data.europa.eu/sdg/15.c;15.c;15;protected species;trafficking of protected species;7;1;yes
http://data.europa.eu/sdg/15.c;15.c;15;sustainable livelihood opportunities;by increasing the capacity of local communities to pursue sustainable livelihood opportunities;7;1;yes
http://data.europa.eu/sdg/16.1;16.1;16;forms of violence;Significantly reduce all forms of violence;6;1;yes
http://data.europa.eu/sdg/16.1;16.1;16;related death rates everywhere;related death rates everywhere;6;1;yes
http://data.europa.eu/sdg/16.1;16.1;16;death rates everywhere;related death rates everywhere;7;1;yes
http://data.europa.eu/sdg/16.2;16.2;16;abuse;End abuse;6;1;yes
http://data.europa.eu/sdg/16.2;16.2;16;exploitation;exploitation;6;1;yes
http://data.europa.eu/sdg/16.2;16.2;16;trafficking;trafficking;6;2;yes
http://data.europa.eu/sdg/16.2;16.2;16;forms of violence against;all forms of violence against;6;1;yes
http://data.europa.eu/sdg/16.2;16.2;16;violence against;all forms of violence against;7;1;yes
http://data.europa.eu/sdg/16.2;16.2;16;torture of children;torture of children;6;1;yes
http://data.europa.eu/sdg/16.3;16.3;16;rule of law;Promote the rule of law at the national;6;1;yes
http://data.europa.eu/sdg/16.3;16.3;16;equal access to justice;ensure equal access to justice for all;6;1;yes
http://data.europa.eu/sdg/16.3;16.3;16;access to justice;ensure equal access to justice for all;7;1;yes
http://data.europa.eu/sdg/16.4;16.4;16;illicit financial;significantly reduce illicit financial;6;1;yes
http://data.europa.eu/sdg/16.4;16.4;16;arms flows;arms flows;6;1;yes
http://data.europa.eu/sdg/16.4;16.4;16;recovery;strengthen the recovery;6;1;yes
http://data.europa.eu/sdg/16.4;16.4;16;return of stolen assets;return of stolen assets;6;1;yes
http://data.europa.eu/sdg/16.4;16.4;16;stolen assets;return of stolen assets;7;1;yes
http://data.europa.eu/sdg/16.4;16.4;16;combat all forms of organized crime;combat all forms of organized crime;6;1;yes
http://data.europa.eu/sdg/16.4;16.4;16;organized crime;combat all forms of organized crime;7;1;yes
http://data.europa.eu/sdg/16.5;16.5;16;corruption;Substantially reduce corruption;6;1;yes
http://data.europa.eu/sdg/16.5;16.5;16;bribery in all their forms;bribery in all their forms;6;1;yes
http://data.europa.eu/sdg/16.6;16.6;16;effective;Develop effective;6;2;yes
http://data.europa.eu/sdg/16.6;16.6;16;accountable;accountable;6;2;yes
http://data.europa.eu/sdg/16.6;16.6;16;transparent institutions;transparent institutions at all levels;6;1;yes
http://data.europa.eu/sdg/16.7;16.7;16;responsive;Ensure responsive;6;1;yes
http://data.europa.eu/sdg/16.7;16.7;16;inclusive;inclusive;6;5;no
http://data.europa.eu/sdg/16.7;16.7;16;participatory;participatory;6;1;yes
http://data.europa.eu/sdg/16.7;16.7;16;representative decision-making;representative decision-making at all levels;6;1;yes
http://data.europa.eu/sdg/16.8;16.8;16;broaden;Broaden;6;1;yes
http://data.europa.eu/sdg/16.9;16.9;16;legal identity;provide legal identity for all;6;1;yes
http://data.europa.eu/sdg/16.9;16.9;16;birth registration;birth registration;6;1;yes
http://data.europa.eu/sdg/16.10;16.10;16;public access to information;Ensure public access to information;6;1;yes
http://data.europa.eu/sdg/16.10;16.10;16;access to information;Ensure public access to information;7;2;yes
http://data.europa.eu/sdg/16.10;16.10;16;fundamental freedoms;protect fundamental freedoms;6;1;yes
http://data.europa.eu/sdg/16.10;16.10;16;accordance with national legislation;in accordance with national legislation;6;1;yes
http://data.europa.eu/sdg/16.10;16.10;16;agreements;international agreements;6;1;yes
http://data.europa.eu/sdg/16.a;16.a;16;institutions;Strengthen relevant national institutions;6;2;yes
http://data.europa.eu/sdg/16.a;16.a;16;cooperation;through international cooperation;6;3;yes
http://data.europa.eu/sdg/16.a;16.a;16;building capacity;for building capacity at all levels;6;1;yes
http://data.europa.eu/sdg/16.a;16.a;16;developing countries;in developing countries;6;22;no
http://data.europa.eu/sdg/16.a;16.a;16;prevent violence;to prevent violence;6;1;yes
http://data.europa.eu/sdg/16.a;16.a;16;combat terrorism;combat terrorism;6;1;yes
http://data.europa.eu/sdg/16.a;16.a;16;crime;crime;6;1;yes
http://data.europa.eu/sdg/16.b;16.b;16;enforce non-discriminatory laws;enforce non-discriminatory laws;6;1;yes
http://data.europa.eu/sdg/16.b;16.b;16;policies for sustainable development;policies for sustainable development;6;1;yes
